Name,Contact_No,Crime_Type,Intensity_Level,Witness_Info,Location,Latitude,Longitude,Timestamp,Description
User_116,03331253183,Mobile Snatching,Medium,"[{""Name"": ""Witness_28"", ""Contact_No"": ""03359379337""}]",Hazara Town Area,30.197044,66.9672,2024-12-10T18:30:00,Victim robbed of mobile while walking.
User_206,03417938114,Motorcycle Theft,Medium,[],Jinnah Road Area,30.217944,67.000979,2024-12-11T14:27:00,Bike stolen from outside the house.
User_194,03366693606,Assault,Low,[],Cantonment Area,30.183595,67.018717,2024-12-11T15:43:00,Physical altercation outside a local cafe.
User_485,03389452642,Mobile Snatching,Low,"[{""Name"": ""Witness_46"", ""Contact_No"": ""03414502789""}]",Hazara Town Area,30.180556,66.943912,2024-12-12T02:56:00,Phone snatched by two riders on a bike.
User_866,03181023381,Assault,Low,[],Zarghoon Road Area,30.20036,67.029966,2024-12-12T17:34:00,Physical altercation outside a local cafe.
User_275,03172077826,Robbery,Critical,"[{""Name"": ""Witness_43"", ""Contact_No"": ""03163771426""}, {""Name"": ""Witness_24"", ""Contact_No"": ""03473530982""}, {""Name"": ""Witness_97"", ""Contact_No"": ""03208027670""}, {""Name"": ""Witness_82"", ""Contact_No"": ""03112896919""}, {""Name"": ""Witness_44"", ""Contact_No"": ""03206362058""}]",Hazara Town Area,30.185137,66.951232,2024-12-12T19:37:00,Armed individuals looted the shop.
User_553,03218583197,Mobile Snatching,Medium,"[{""Name"": ""Witness_47"", ""Contact_No"": ""03426837389""}]",Jinnah Road Area,30.196012,67.032398,2024-12-14T09:04:00,Phone snatched by two riders on a bike.
User_586,03115330876,Motorcycle Theft,Medium,[],Zarghoon Road Area,30.192337,67.049417,2024-12-16T07:40:00,Motorcycle lock broken at market parking.
User_959,03148035224,Robbery,High,"[{""Name"": ""Witness_60"", ""Contact_No"": ""03169913795""}, {""Name"": ""Witness_43"", ""Contact_No"": ""03129794152""}, {""Name"": ""Witness_11"", ""Contact_No"": ""03318371514""}]",Cantonment Area,30.190121,67.0712,2024-12-16T12:17:00,Victim intercepted and robbed at gunpoint.
User_117,03306183224,Motorcycle Theft,Medium,"[{""Name"": ""Witness_35"", ""Contact_No"": ""03127850345""}]",Satellite Town Area,30.237729,67.007075,2024-12-17T17:20:00,Bike stolen from outside the house.
User_602,03256356666,Car Theft,Medium,"[{""Name"": ""Witness_70"", ""Contact_No"": ""03431498700""}]",Hazara Town Area,30.196646,66.955184,2024-12-18T15:41:00,Car jacked from the market parking.
User_765,03438930174,Mobile Snatching,Low,"[{""Name"": ""Witness_11"", ""Contact_No"": ""03236700390""}]",Sariab Road Area,30.156536,66.985976,2024-12-18T16:04:00,Phone snatched by two riders on a bike.
User_680,03252610067,Assault,Low,"[{""Name"": ""Witness_17"", ""Contact_No"": ""03259786536""}]",Cantonment Area,30.2167,67.053201,2024-12-18T21:02:00,Street fight resulting in moderate injuries.
User_109,03162129171,Mobile Snatching,High,"[{""Name"": ""Witness_92"", ""Contact_No"": ""03211354316""}, {""Name"": ""Witness_53"", ""Contact_No"": ""03173431510""}]",Sariab Road Area,30.174029,66.986019,2024-12-18T22:58:00,Phone snatched by two riders on a bike.
User_298,03399208551,Robbery,High,"[{""Name"": ""Witness_45"", ""Contact_No"": ""03154416561""}, {""Name"": ""Witness_68"", ""Contact_No"": ""03357883082""}, {""Name"": ""Witness_19"", ""Contact_No"": ""03455544013""}, {""Name"": ""Witness_89"", ""Contact_No"": ""03271972083""}]",Zarghoon Road Area,30.232727,66.983655,2024-12-19T05:28:00,Armed individuals looted the shop.
User_232,03182223462,Robbery,High,"[{""Name"": ""Witness_58"", ""Contact_No"": ""03359341892""}, {""Name"": ""Witness_28"", ""Contact_No"": ""03304597911""}, {""Name"": ""Witness_69"", ""Contact_No"": ""03249361161""}]",Zarghoon Road Area,30.213477,66.995621,2024-12-19T10:04:00,Armed individuals looted the shop.
User_208,03186864843,Motorcycle Theft,Medium,"[{""Name"": ""Witness_15"", ""Contact_No"": ""03387861679""}]",Jinnah Road Area,30.199378,67.010806,2024-12-19T15:20:00,Bike stolen from outside the house.
User_917,03223160648,Motorcycle Theft,Medium,[],Nawa Killi Area,30.259602,67.015558,2024-12-19T22:14:00,Bike stolen from outside the house.
User_352,03411216655,Mobile Snatching,Low,[],Jinnah Road Area,30.202237,67.007098,2024-12-19T23:04:00,Victim robbed of mobile while walking.
User_419,03418547082,Mobile Snatching,Low,"[{""Name"": ""Witness_75"", ""Contact_No"": ""03207045114""}]",Hazara Town Area,30.154578,66.965234,2024-12-20T06:02:00,Victim robbed of mobile while walking.
User_853,03354236967,Motorcycle Theft,Medium,[],Satellite Town Area,30.233444,66.997259,2024-12-20T12:42:00,Motorcycle lock broken at market parking.
User_955,03348778185,Mobile Snatching,Medium,"[{""Name"": ""Witness_82"", ""Contact_No"": ""03424364727""}]",Nawa Killi Area,30.231486,66.995647,2024-12-23T10:39:00,Victim robbed of mobile while walking.
User_300,03422316230,Car Theft,Medium,[],Satellite Town Area,30.224204,67.020106,2024-12-23T15:15:00,Car jacked from the market parking.
User_510,03233156652,Mobile Snatching,High,"[{""Name"": ""Witness_54"", ""Contact_No"": ""03452551431""}, {""Name"": ""Witness_99"", ""Contact_No"": ""03109904684""}]",Cantonment Area,30.20558,67.03504,2024-12-23T20:21:00,Phone snatched by two riders on a bike.
User_340,03153946917,Mobile Snatching,Low,[],Jinnah Road Area,30.184814,67.013617,2024-12-26T12:30:00,Victim robbed of mobile while walking.
User_342,03255407666,Mobile Snatching,Low,[],Jinnah Road Area,30.20298,67.003016,2024-12-27T10:34:00,Victim robbed of mobile while walking.
User_908,03358834194,Car Theft,Medium,[],Hazara Town Area,30.184976,66.943386,2024-12-27T14:16:00,Parked vehicle stolen overnight.
User_501,03389623393,Mobile Snatching,Medium,"[{""Name"": ""Witness_18"", ""Contact_No"": ""03363179045""}]",Nawa Killi Area,30.246018,67.024192,2024-12-28T12:24:00,Phone snatched by two riders on a bike.
User_529,03226516452,Mobile Snatching,Medium,"[{""Name"": ""Witness_72"", ""Contact_No"": ""03472471611""}]",Nawa Killi Area,30.246091,67.022857,2024-12-28T21:38:00,Phone snatched by two riders on a bike.
User_438,03291692600,Robbery,High,"[{""Name"": ""Witness_38"", ""Contact_No"": ""03141139288""}, {""Name"": ""Witness_37"", ""Contact_No"": ""03168430930""}, {""Name"": ""Witness_23"", ""Contact_No"": ""03137454242""}]",Cantonment Area,30.202331,67.015091,2024-12-29T07:08:00,Victim intercepted and robbed at gunpoint.
User_760,03124121104,Mobile Snatching,Low,"[{""Name"": ""Witness_15"", ""Contact_No"": ""03421047123""}]",Jinnah Road Area,30.212266,67.009218,2024-12-29T08:59:00,Victim robbed of mobile while walking.
User_595,03344954781,Car Theft,Medium,"[{""Name"": ""Witness_58"", ""Contact_No"": ""03375382460""}]",Jinnah Road Area,30.207579,67.011538,2024-12-31T00:25:00,Car jacked from the market parking.
User_583,03197075039,Robbery,High,"[{""Name"": ""Witness_51"", ""Contact_No"": ""03361674478""}, {""Name"": ""Witness_63"", ""Contact_No"": ""03492945872""}, {""Name"": ""Witness_47"", ""Contact_No"": ""03163967980""}, {""Name"": ""Witness_53"", ""Contact_No"": ""03463063545""}]",Satellite Town Area,30.211551,67.025296,2024-12-31T10:21:00,Victim intercepted and robbed at gunpoint.
User_868,03436903329,Motorcycle Theft,Medium,"[{""Name"": ""Witness_81"", ""Contact_No"": ""03458659437""}]",Hazara Town Area,30.152586,66.948351,2025-01-01T09:46:00,Motorcycle lock broken at market parking.
User_297,03478796253,Robbery,High,"[{""Name"": ""Witness_48"", ""Contact_No"": ""03155129346""}, {""Name"": ""Witness_20"", ""Contact_No"": ""03318027559""}, {""Name"": ""Witness_88"", ""Contact_No"": ""03499135918""}, {""Name"": ""Witness_73"", ""Contact_No"": ""03462632453""}]",Cantonment Area,30.185267,67.009093,2025-01-01T14:35:00,Armed individuals looted the shop.
User_484,03307881502,Mobile Snatching,Low,"[{""Name"": ""Witness_41"", ""Contact_No"": ""03132647222""}]",Hazara Town Area,30.192661,66.970208,2025-01-02T00:46:00,Victim robbed of mobile while walking.
User_132,03277313417,Robbery,High,"[{""Name"": ""Witness_53"", ""Contact_No"": ""03319153859""}, {""Name"": ""Witness_47"", ""Contact_No"": ""03195871725""}, {""Name"": ""Witness_55"", ""Contact_No"": ""03332437195""}, {""Name"": ""Witness_36"", ""Contact_No"": ""03208192589""}]",Jinnah Road Area,30.221546,66.974451,2025-01-02T13:12:00,Armed individuals looted the shop.
User_818,03334017952,Assault,Medium,"[{""Name"": ""Witness_86"", ""Contact_No"": ""03492610134""}]",Sariab Road Area,30.144142,66.974428,2025-01-02T17:56:00,Street fight resulting in moderate injuries.
User_399,03266148564,Robbery,High,"[{""Name"": ""Witness_83"", ""Contact_No"": ""03304632346""}, {""Name"": ""Witness_39"", ""Contact_No"": ""03412992741""}]",Hazara Town Area,30.196064,66.941829,2025-01-03T17:17:00,Armed individuals looted the shop.
User_277,03446782049,Assault,Medium,"[{""Name"": ""Witness_52"", ""Contact_No"": ""03124254928""}]",Jinnah Road Area,30.199761,67.022881,2025-01-03T22:37:00,Physical altercation outside a local cafe.
User_568,03382628661,Mobile Snatching,Low,"[{""Name"": ""Witness_10"", ""Contact_No"": ""03423301931""}]",Jinnah Road Area,30.231736,67.017617,2025-01-04T01:36:00,Victim robbed of mobile while walking.
User_546,03241388373,Motorcycle Theft,Medium,"[{""Name"": ""Witness_95"", ""Contact_No"": ""03107517652""}]",Jinnah Road Area,30.190992,67.002882,2025-01-05T15:02:00,Motorcycle lock broken at market parking.
User_499,03196179820,Robbery,High,"[{""Name"": ""Witness_81"", ""Contact_No"": ""03223093954""}, {""Name"": ""Witness_98"", ""Contact_No"": ""03278405326""}, {""Name"": ""Witness_74"", ""Contact_No"": ""03413915381""}]",Zarghoon Road Area,30.201507,67.015097,2025-01-05T19:04:00,Victim intercepted and robbed at gunpoint.
User_408,03257039934,Car Theft,Medium,[],Sariab Road Area,30.144833,66.992589,2025-01-07T15:07:00,Car jacked from the market parking.
User_665,03441669325,Assault,Low,"[{""Name"": ""Witness_91"", ""Contact_No"": ""03102401571""}]",Satellite Town Area,30.189812,66.993417,2025-01-07T17:03:00,Physical altercation outside a local cafe.
User_319,03151594925,Mobile Snatching,Low,[],Hazara Town Area,30.17562,66.951826,2025-01-07T21:15:00,Victim robbed of mobile while walking.
User_840,03311919723,Mobile Snatching,Low,"[{""Name"": ""Witness_87"", ""Contact_No"": ""03345559108""}]",Sariab Road Area,30.161398,66.994619,2025-01-08T15:39:00,Victim robbed of mobile while walking.
User_525,03416073308,Mobile Snatching,Medium,"[{""Name"": ""Witness_36"", ""Contact_No"": ""03106225870""}]",Zarghoon Road Area,30.220159,67.008487,2025-01-08T22:53:00,Phone snatched by two riders on a bike.
User_467,03303970284,Robbery,Medium,[],Sariab Road Area,30.155668,66.991292,2025-01-10T18:46:00,Armed individuals looted the shop.
User_324,03207184823,Motorcycle Theft,Medium,[],Nawa Killi Area,30.228991,67.006461,2025-01-10T18:47:00,Bike stolen from outside the house.
User_103,03128023375,Robbery,High,"[{""Name"": ""Witness_40"", ""Contact_No"": ""03403129996""}, {""Name"": ""Witness_76"", ""Contact_No"": ""03131077343""}]",Satellite Town Area,30.221267,66.976905,2025-01-11T06:14:00,Armed individuals looted the shop.
User_151,03335617792,Car Theft,Medium,[],Cantonment Area,30.204584,67.014439,2025-01-11T13:11:00,Parked vehicle stolen overnight.
User_133,03108389465,Mobile Snatching,Medium,[],Satellite Town Area,30.205265,67.014185,2025-01-11T20:56:00,Phone snatched by two riders on a bike.
User_574,03315387751,Mobile Snatching,Low,[],Sariab Road Area,30.133915,66.995401,2025-01-12T23:08:00,Victim robbed of mobile while walking.
User_998,03265774065,Robbery,Critical,"[{""Name"": ""Witness_63"", ""Contact_No"": ""03252166971""}, {""Name"": ""Witness_64"", ""Contact_No"": ""03444469417""}, {""Name"": ""Witness_78"", ""Contact_No"": ""03385063862""}, {""Name"": ""Witness_32"", ""Contact_No"": ""03241659836""}, {""Name"": ""Witness_78"", ""Contact_No"": ""03366717793""}, {""Name"": ""Witness_51"", ""Contact_No"": ""03133384556""}]",Cantonment Area,30.206728,67.050424,2025-01-13T10:06:00,Armed individuals looted the shop.
User_260,03134833144,Motorcycle Theft,Medium,"[{""Name"": ""Witness_29"", ""Contact_No"": ""03385795447""}]",Sariab Road Area,30.150268,66.997136,2025-01-13T16:11:00,Bike stolen from outside the house.
User_201,03169307278,Motorcycle Theft,Medium,"[{""Name"": ""Witness_82"", ""Contact_No"": ""03323391111""}]",Zarghoon Road Area,30.179952,67.032853,2025-01-14T18:30:00,Motorcycle lock broken at market parking.
User_173,03133638983,Robbery,High,"[{""Name"": ""Witness_11"", ""Contact_No"": ""03344613600""}, {""Name"": ""Witness_48"", ""Contact_No"": ""03366260660""}]",Cantonment Area,30.20104,67.040607,2025-01-15T04:16:00,Armed individuals looted the shop.
User_552,03165068707,Motorcycle Theft,Medium,"[{""Name"": ""Witness_82"", ""Contact_No"": ""03321512444""}]",Jinnah Road Area,30.196659,66.994667,2025-01-16T00:21:00,Bike stolen from outside the house.
User_216,03356170066,Robbery,Medium,[],Zarghoon Road Area,30.228808,66.976386,2025-01-16T09:34:00,Victim intercepted and robbed at gunpoint.
User_955,03353411592,Motorcycle Theft,Medium,"[{""Name"": ""Witness_10"", ""Contact_No"": ""03483972390""}]",Zarghoon Road Area,30.205341,67.019525,2025-01-17T11:05:00,Bike stolen from outside the house.
User_738,03445351460,Mobile Snatching,Low,[],Cantonment Area,30.228583,67.035188,2025-01-17T19:47:00,Victim robbed of mobile while walking.
User_380,03385760524,Motorcycle Theft,Medium,[],Zarghoon Road Area,30.196488,67.005583,2025-01-19T14:22:00,Bike stolen from outside the house.
User_879,03251600305,Robbery,High,"[{""Name"": ""Witness_21"", ""Contact_No"": ""03313254432""}, {""Name"": ""Witness_83"", ""Contact_No"": ""03251412484""}, {""Name"": ""Witness_15"", ""Contact_No"": ""03239504248""}]",Jinnah Road Area,30.190709,66.997484,2025-01-20T12:18:00,Armed individuals looted the shop.
User_404,03457448072,Motorcycle Theft,Medium,[],Nawa Killi Area,30.220363,67.010946,2025-01-20T14:46:00,Bike stolen from outside the house.
User_756,03415114177,Mobile Snatching,Low,"[{""Name"": ""Witness_74"", ""Contact_No"": ""03361310393""}]",Sariab Road Area,30.172955,67.000787,2025-01-21T23:07:00,Victim robbed of mobile while walking.
User_758,03346036451,Mobile Snatching,Low,[],Sariab Road Area,30.163998,66.966238,2025-01-22T17:04:00,Victim robbed of mobile while walking.
User_726,03436552167,Robbery,High,"[{""Name"": ""Witness_29"", ""Contact_No"": ""03348889666""}, {""Name"": ""Witness_98"", ""Contact_No"": ""03243599903""}]",Satellite Town Area,30.217625,66.975863,2025-01-24T19:59:00,Armed individuals looted the shop.
User_872,03455824971,Mobile Snatching,Medium,[],Hazara Town Area,30.1788,66.937418,2025-01-25T08:45:00,Phone snatched by two riders on a bike.
User_683,03461469076,Car Theft,Medium,"[{""Name"": ""Witness_84"", ""Contact_No"": ""03448075509""}]",Jinnah Road Area,30.207229,67.033285,2025-01-25T20:56:00,Car jacked from the market parking.
User_308,03127290879,Car Theft,Medium,[],Zarghoon Road Area,30.19868,67.023527,2025-01-26T08:37:00,Car jacked from the market parking.
User_938,03148982631,Mobile Snatching,Low,[],Sariab Road Area,30.162114,66.982149,2025-01-26T12:44:00,Phone snatched by two riders on a bike.
User_117,03145828091,Mobile Snatching,Low,"[{""Name"": ""Witness_97"", ""Contact_No"": ""03155647513""}]",Jinnah Road Area,30.176408,66.98581,2025-01-27T19:10:00,Phone snatched by two riders on a bike.
User_210,03159894757,Car Theft,Medium,[],Hazara Town Area,30.192023,66.949528,2025-01-27T20:21:00,Parked vehicle stolen overnight.
User_695,03151163740,Mobile Snatching,Low,"[{""Name"": ""Witness_55"", ""Contact_No"": ""03465410019""}]",Sariab Road Area,30.146965,66.968219,2025-01-30T14:33:00,Victim robbed of mobile while walking.
User_317,03169773683,Motorcycle Theft,Medium,[],Satellite Town Area,30.230719,67.028794,2025-01-30T16:25:00,Motorcycle lock broken at market parking.
User_378,03398688392,Motorcycle Theft,Low,[],Cantonment Area,30.169323,67.034089,2025-01-31T10:22:00,Motorcycle lock broken at market parking.
User_518,03121903149,Mobile Snatching,Low,[],Nawa Killi Area,30.230803,67.01478,2025-02-01T19:50:00,Victim robbed of mobile while walking.
User_986,03428656111,Motorcycle Theft,Medium,"[{""Name"": ""Witness_45"", ""Contact_No"": ""03144534799""}]",Jinnah Road Area,30.162555,66.999099,2025-02-02T13:30:00,Motorcycle lock broken at market parking.
User_313,03192904341,Car Theft,Medium,"[{""Name"": ""Witness_68"", ""Contact_No"": ""03428955328""}]",Zarghoon Road Area,30.193059,67.004962,2025-02-02T13:44:00,Parked vehicle stolen overnight.
User_477,03278411233,Motorcycle Theft,Low,"[{""Name"": ""Witness_22"", ""Contact_No"": ""03253756299""}]",Jinnah Road Area,30.196206,66.980605,2025-02-03T12:09:00,Bike stolen from outside the house.
User_930,03315852090,Motorcycle Theft,Medium,"[{""Name"": ""Witness_86"", ""Contact_No"": ""03243958609""}]",Satellite Town Area,30.223204,67.032265,2025-02-04T07:19:00,Motorcycle lock broken at market parking.
User_572,03433482903,Motorcycle Theft,Medium,[],Zarghoon Road Area,30.230082,66.994326,2025-02-07T15:06:00,Bike stolen from outside the house.
User_886,03437006495,Mobile Snatching,Medium,[],Cantonment Area,30.199539,67.028678,2025-02-07T15:59:00,Phone snatched by two riders on a bike.
User_785,03221558886,Motorcycle Theft,Medium,"[{""Name"": ""Witness_18"", ""Contact_No"": ""03464708003""}]",Jinnah Road Area,30.198834,67.016941,2025-02-07T17:59:00,Motorcycle lock broken at market parking.
User_110,03216553394,Assault,Low,"[{""Name"": ""Witness_70"", ""Contact_No"": ""03255999645""}]",Zarghoon Road Area,30.181502,67.008142,2025-02-08T06:17:00,Street fight resulting in moderate injuries.
User_702,03443108496,Mobile Snatching,Low,"[{""Name"": ""Witness_51"", ""Contact_No"": ""03473546248""}]",Hazara Town Area,30.195425,66.944021,2025-02-10T20:49:00,Victim robbed of mobile while walking.
User_978,03276062406,Mobile Snatching,Low,"[{""Name"": ""Witness_28"", ""Contact_No"": ""03337012300""}]",Zarghoon Road Area,30.219497,66.999295,2025-02-11T13:51:00,Victim robbed of mobile while walking.
User_286,03244426541,Mobile Snatching,Low,[],Zarghoon Road Area,30.21677,67.019811,2025-02-12T18:06:00,Victim robbed of mobile while walking.
User_755,03326828979,Robbery,High,"[{""Name"": ""Witness_17"", ""Contact_No"": ""03269395177""}, {""Name"": ""Witness_56"", ""Contact_No"": ""03225751820""}]",Cantonment Area,30.2122,67.013428,2025-02-13T08:48:00,Armed individuals looted the shop.
User_552,03497739355,Mobile Snatching,Medium,"[{""Name"": ""Witness_74"", ""Contact_No"": ""03223577674""}]",Zarghoon Road Area,30.219285,67.009525,2025-02-13T12:31:00,Victim robbed of mobile while walking.
User_898,03358055137,Mobile Snatching,Low,[],Cantonment Area,30.220791,67.026719,2025-02-13T15:46:00,Victim robbed of mobile while walking.
User_370,03279903491,Motorcycle Theft,Low,"[{""Name"": ""Witness_87"", ""Contact_No"": ""03317945314""}]",Jinnah Road Area,30.215329,67.000155,2025-02-15T13:27:00,Motorcycle lock broken at market parking.
User_364,03125453123,Motorcycle Theft,Medium,"[{""Name"": ""Witness_84"", ""Contact_No"": ""03265559361""}]",Jinnah Road Area,30.201215,67.029336,2025-02-16T14:11:00,Motorcycle lock broken at market parking.
User_208,03112748231,Motorcycle Theft,Medium,[],Zarghoon Road Area,30.189023,67.014712,2025-02-17T18:42:00,Bike stolen from outside the house.
User_820,03143839231,Mobile Snatching,Low,[],Hazara Town Area,30.157169,66.93721,2025-02-18T08:59:00,Phone snatched by two riders on a bike.
User_542,03275146990,Car Theft,High,"[{""Name"": ""Witness_31"", ""Contact_No"": ""03244911420""}, {""Name"": ""Witness_66"", ""Contact_No"": ""03242810493""}]",Nawa Killi Area,30.260825,67.005421,2025-02-18T09:32:00,Car jacked from the market parking.
User_266,03162596709,Mobile Snatching,Low,[],Jinnah Road Area,30.199256,67.039898,2025-02-18T12:32:00,Phone snatched by two riders on a bike.
User_303,03332033637,Assault,Low,"[{""Name"": ""Witness_39"", ""Contact_No"": ""03332204882""}]",Satellite Town Area,30.213548,67.025486,2025-02-18T15:47:00,Street fight resulting in moderate injuries.
User_867,03212114308,Motorcycle Theft,Medium,"[{""Name"": ""Witness_96"", ""Contact_No"": ""03498762889""}]",Sariab Road Area,30.168689,66.971251,2025-02-18T17:38:00,Bike stolen from outside the house.
User_326,03374756247,Motorcycle Theft,Medium,[],Sariab Road Area,30.151139,67.007711,2025-02-20T15:45:00,Motorcycle lock broken at market parking.
User_198,03348936531,Mobile Snatching,Low,"[{""Name"": ""Witness_20"", ""Contact_No"": ""03154792758""}]",Sariab Road Area,30.157061,66.979004,2025-02-20T17:38:00,Phone snatched by two riders on a bike.
User_703,03482228337,Mobile Snatching,Low,[],Satellite Town Area,30.236305,66.990822,2025-02-21T16:48:00,Phone snatched by two riders on a bike.
User_960,03206593701,Robbery,High,"[{""Name"": ""Witness_93"", ""Contact_No"": ""03237143077""}, {""Name"": ""Witness_84"", ""Contact_No"": ""03385716325""}]",Nawa Killi Area,30.238291,66.998168,2025-02-22T12:08:00,Armed individuals looted the shop.
User_739,03142827553,Mobile Snatching,Low,[],Jinnah Road Area,30.195731,67.018547,2025-02-22T21:47:00,Victim robbed of mobile while walking.
User_563,03346482520,Mobile Snatching,Low,"[{""Name"": ""Witness_13"", ""Contact_No"": ""03346390721""}]",Zarghoon Road Area,30.202166,66.986823,2025-02-24T22:23:00,Phone snatched by two riders on a bike.
User_707,03262550629,Motorcycle Theft,Medium,"[{""Name"": ""Witness_79"", ""Contact_No"": ""03399868330""}]",Satellite Town Area,30.244768,67.018637,2025-02-25T19:56:00,Bike stolen from outside the house.
User_837,03444081753,Mobile Snatching,Low,[],Satellite Town Area,30.245587,66.995454,2025-02-26T04:32:00,Victim robbed of mobile while walking.
User_373,03476364268,Car Theft,Medium,[],Jinnah Road Area,30.159126,67.014199,2025-02-26T09:53:00,Car jacked from the market parking.
User_206,03165494642,Motorcycle Theft,Low,[],Jinnah Road Area,30.181809,67.001146,2025-02-26T16:18:00,Motorcycle lock broken at market parking.
User_818,03475391952,Motorcycle Theft,Low,"[{""Name"": ""Witness_37"", ""Contact_No"": ""03161162548""}]",Cantonment Area,30.202681,67.020827,2025-02-28T13:03:00,Motorcycle lock broken at market parking.
User_812,03313272944,Robbery,High,"[{""Name"": ""Witness_37"", ""Contact_No"": ""03306420335""}, {""Name"": ""Witness_83"", ""Contact_No"": ""03449069036""}, {""Name"": ""Witness_75"", ""Contact_No"": ""03233554136""}, {""Name"": ""Witness_96"", ""Contact_No"": ""03383067597""}]",Hazara Town Area,30.179928,66.948345,2025-02-28T22:06:00,Armed individuals looted the shop.
User_109,03199622432,Robbery,High,"[{""Name"": ""Witness_89"", ""Contact_No"": ""03255224913""}, {""Name"": ""Witness_34"", ""Contact_No"": ""03394550620""}, {""Name"": ""Witness_60"", ""Contact_No"": ""03395963300""}, {""Name"": ""Witness_21"", ""Contact_No"": ""03364644945""}]",Jinnah Road Area,30.220061,67.013836,2025-03-01T19:20:00,Armed individuals looted the shop.
User_932,03139712310,Motorcycle Theft,Low,[],Hazara Town Area,30.168206,66.944525,2025-03-02T14:09:00,Motorcycle lock broken at market parking.
User_354,03271377922,Mobile Snatching,Low,[],Sariab Road Area,30.123887,66.981791,2025-03-02T23:50:00,Phone snatched by two riders on a bike.
User_310,03401291815,Robbery,High,"[{""Name"": ""Witness_77"", ""Contact_No"": ""03344748938""}, {""Name"": ""Witness_18"", ""Contact_No"": ""03404152844""}]",Jinnah Road Area,30.193699,66.99665,2025-03-03T17:26:00,Armed individuals looted the shop.
User_345,03291801436,Mobile Snatching,Low,[],Nawa Killi Area,30.222945,67.025331,2025-03-04T10:08:00,Victim robbed of mobile while walking.
User_861,03121544388,Assault,Low,"[{""Name"": ""Witness_53"", ""Contact_No"": ""03158557640""}]",Nawa Killi Area,30.246469,67.000542,2025-03-04T14:46:00,Physical altercation outside a local cafe.
User_570,03485977840,Mobile Snatching,Low,"[{""Name"": ""Witness_91"", ""Contact_No"": ""03117446681""}]",Zarghoon Road Area,30.208845,67.005484,2025-03-04T14:52:00,Victim robbed of mobile while walking.
User_753,03282998980,Assault,Low,[],Hazara Town Area,30.161377,66.941135,2025-03-04T16:31:00,Physical altercation outside a local cafe.
User_444,03108920059,Mobile Snatching,Medium,"[{""Name"": ""Witness_12"", ""Contact_No"": ""03348796757""}]",Zarghoon Road Area,30.205605,67.015522,2025-03-05T17:07:00,Victim robbed of mobile while walking.
User_860,03419487215,Mobile Snatching,Low,[],Cantonment Area,30.206715,67.036052,2025-03-05T23:43:00,Phone snatched by two riders on a bike.
User_161,03175207088,Motorcycle Theft,Medium,"[{""Name"": ""Witness_76"", ""Contact_No"": ""03384026904""}]",Cantonment Area,30.182638,67.022626,2025-03-06T17:04:00,Motorcycle lock broken at market parking.
User_855,03325760815,Mobile Snatching,Low,"[{""Name"": ""Witness_42"", ""Contact_No"": ""03229958496""}]",Hazara Town Area,30.148731,66.938061,2025-03-07T16:42:00,Victim robbed of mobile while walking.
User_345,03258629141,Motorcycle Theft,Low,"[{""Name"": ""Witness_50"", ""Contact_No"": ""03189764241""}]",Nawa Killi Area,30.217599,67.023715,2025-03-08T12:14:00,Bike stolen from outside the house.
User_211,03262585099,Robbery,Critical,"[{""Name"": ""Witness_62"", ""Contact_No"": ""03252280465""}, {""Name"": ""Witness_26"", ""Contact_No"": ""03153526987""}, {""Name"": ""Witness_72"", ""Contact_No"": ""03162749942""}, {""Name"": ""Witness_48"", ""Contact_No"": ""03246337298""}]",Cantonment Area,30.206651,67.035705,2025-03-08T21:08:00,Victim intercepted and robbed at gunpoint.
User_786,03276362527,Motorcycle Theft,Medium,"[{""Name"": ""Witness_23"", ""Contact_No"": ""03323804082""}]",Nawa Killi Area,30.226279,67.018184,2025-03-09T20:18:00,Motorcycle lock broken at market parking.
User_845,03301028861,Mobile Snatching,Low,[],Cantonment Area,30.178146,67.039753,2025-03-11T08:58:00,Phone snatched by two riders on a bike.
User_300,03325343162,Mobile Snatching,Low,[],Satellite Town Area,30.218868,67.038157,2025-03-12T08:22:00,Victim robbed of mobile while walking.
User_343,03217284539,Robbery,High,"[{""Name"": ""Witness_19"", ""Contact_No"": ""03113801518""}, {""Name"": ""Witness_37"", ""Contact_No"": ""03107839547""}]",Zarghoon Road Area,30.189817,66.999503,2025-03-12T21:34:00,Victim intercepted and robbed at gunpoint.
User_597,03381479887,Mobile Snatching,Low,"[{""Name"": ""Witness_67"", ""Contact_No"": ""03281856513""}]",Cantonment Area,30.196827,67.032949,2025-03-13T23:55:00,Phone snatched by two riders on a bike.
User_684,03279530737,Motorcycle Theft,Medium,[],Hazara Town Area,30.188784,66.96296,2025-03-14T03:16:00,Bike stolen from outside the house.
User_560,03372680015,Motorcycle Theft,Medium,[],Cantonment Area,30.212235,67.019324,2025-03-14T21:49:00,Bike stolen from outside the house.
User_679,03227616058,Car Theft,Medium,"[{""Name"": ""Witness_27"", ""Contact_No"": ""03113672885""}]",Hazara Town Area,30.160958,66.940256,2025-03-16T11:39:00,Parked vehicle stolen overnight.
User_703,03233424801,Motorcycle Theft,Medium,[],Zarghoon Road Area,30.213683,67.036696,2025-03-16T22:43:00,Motorcycle lock broken at market parking.
